Ano,Mês,Dt.Lanç,Emissão,Venc,Tipo,Contrato,Referente,Doc,Estab,Status,Valor R$
2024,abr,2024-04-30,2024-04-15,2024-05-20,CONTRATO,SUPERI - G8NET - I7,Serviço de Internet,14701,I7 NÚCLEO,LANÇADO,1700.0
2024,abr,2024-04-15,2024-04-15,2024-05-28,CONTRATO,NEOMIND - P15110/21,Taxa de Manutenção,19543,I7 NÚCLEO,LANÇADO,997.68
2024,abr,2024-04-15,2024-04-15,2024-05-28,CONTRATO,NEOMIND - P3916/18,Licença de Uso Fusion,19544,I7 NÚCLEO,LANÇADO,2464.96
2024,abr,2024-04-16,2024-04-16,2024-05-14,PEDIDO,CONTI CONSULTORIA,Consultoria em Sistemas - DP,791,I7 NÚCLEO,LANÇADO,6000.0
2024,abr,2024-04-16,2024-04-16,2024-05-16,CONTRATO,ENTERNESS,Gestão de Whatsapp,1259,H.SOLUÇÕES,LANÇADO,5680.0
2024,abr,2024-04-18,2024-04-18,2024-05-03,CONTRATO,DW SERVICE,Loc.Impressoras e serviços,5284,I7 NÚCLEO,LANÇADO,5021.46
2024,abr,2024-04-18,2024-04-18,2024-05-03,CONTRATO,DW SERVICE,Loc.Impressoras e serviços,5285,I7 NÚCLEO,LANÇADO,675.0
2024,abr,2024-04-22,2024-04-19,2024-05-21,PEDIDO,VALCANAIA,Serviço de criação 035-THALES,303,I7 NÚCLEO,LANÇADO,22000.0
2024,abr,2024-04-24,2024-04-19,2024-05-17,CONTRATO,ENTERNESS,Gestão de Whatsapp,1283,H.SOLUÇÕES,LANÇADO,4385.41
2024,abr,2024-04-24,2024-04-19,2024-05-17,CONTRATO,ENTERNESS,Gestão de Whatsapp,1284,H.SOLUÇÕES,LANÇADO,1879.46
2024,abr,2024-04-22,2024-04-22,2024-04-29,CONTRATO,MINERVA CONSTRUTORA,1ª Medição Serviços Lab SAP,437,EQUIPLEX,LANÇADO,71228.29
2024,abr,2024-04-22,2024-04-22,2024-04-27,CONTRATO,VIVO - EQUIPLEX,NF 1 - PRINCIPAL,220424,EQUIPLEX,LANÇADO,1537.43
2024,abr,2024-04-22,2024-04-22,2024-04-27,CONTRATO,VIVO - EQUIPLEX - MONITORA,NF 2 - MONITORAMENTO,1657589,EQUIPLEX,LANÇADO,52.51
2024,abr,2024-04-23,2024-04-23,2024-05-02,CONTRATO,VALCANAIA,Enviado - THALES,304,I7 NÚCLEO,LANÇADO,9565.0
2024,abr,2024-04-23,2024-04-23,2024-04-30,CONTRATO,CARLOS DIAS (MGC),Servidores - THALES,1503,I7 NÚCLEO,LANÇADO,9957.0
2024,abr,2024-04-24,2024-04-24,2024-05-03,CONTRATO,VOGEL-ALGAR - EQUIPLEX,Internet - THALES,48615,EQUIPLEX,LANÇADO,1743.57
2024,abr,2024-04-30,2024-04-25,2024-05-15,CONTRATO,PROX-VELOMAX - TRANSPLEX,Acesso internet - Transplex,10718,TRANSPLEX,LANÇADO,239.0
2024,abr,2024-04-29,2024-04-26,2024-05-13,CONTRATO,SANTODIGITAL 1,G Suite Business - Licenca,24829,I7 NÚCLEO,LANÇADO,1848.0
2024,abr,2024-04-29,2024-04-29,2024-05-05,CONTRATO,HCOMPANY-TRANSPLEX-LOC,Contrato Locação - Transplex,2042024,TRANSPLEX,LANÇADO,131354.13
2024,abr,2024-04-29,2024-04-29,2024-05-05,CONTRATO,HCOMPANY-EQUIPLEX-LOC,Contrato Locação - Equiplex,1042024,EQUIPLEX,LANÇADO,203626.06
2024,abr,2024-04-29,2024-04-29,2024-05-05,CONTRATO,HCOMPANY-HOSPDROGAS-LOC,Contrato Locação - Hospdrogas,3042024,HOSPDROGAS,LANÇADO,168074.87
2024,abr,2024-04-30,2024-04-30,2024-05-27,CONTRATO,INGRAM - OFFICE 365,Aditivo - THALES,2079311,EQUIPLEX,LANÇADO,23768.94
2024,abr,2024-04-30,2024-04-30,2024-05-04,CONTRATO,HCOMPANY-TRANSPLEX-SERV,Prestação de Serviços,47,TRANSPLEX,LANÇADO,203890.0
2024,abr,2024-04-30,2024-04-30,2024-05-04,CONTRATO,HCOMPANY-HOSPDROGAS-SERV,Prestação de Serviços,48,HOSPDROGAS,LANÇADO,197060.0
2024,abr,2024-04-30,2024-04-30,2024-05-04,CONTRATO,HCOMPANY-EQUIPLEX-SERV,Prestação de Serviços,46,EQUIPLEX,LANÇADO,102560.0
2024,mai,2024-05-02,2024-05-02,2024-05-13,CONTRATO,C&C COMPUTER CLOUD,Computação na Nuvem,6628,I7 NÚCLEO,LANÇADO,52161.52
2024,mai,2024-05-02,2024-05-02,2024-05-13,CONTRATO,C&C COMPUTER CLOUD,Computação na Nuvem,6629,I7 NÚCLEO,LANÇADO,2800.0
2024,mai,2024-05-02,2024-05-02,2024-05-17,CONTRATO,HPFS - LOCAÇÃO DESKTOP,Locação Desktops,20524,I7 NÚCLEO,LANÇADO,25555.5
2024,mai,,2024-05-02,2024-05-14,CONTRATO,HPFS - LOCAÇÃO NOTEBOOKS,CONTRATO VENCIDO - Locação Notebooks,,I7 NÚCLEO,ABERTO,1857.27
2024,mai,2024-05-02,2024-05-02,2024-06-12,CONTRATO,VIRTOS BACKUP,Backup na Nuvem,29148,EQUIPLEX,LANÇADO,360.0
2024,mai,2024-05-02,2024-05-02,2024-05-15,CONTRATO,CLARO CELULAR,Claro Celular,62078667,EQUIPLEX,LANÇADO,4359.4
2024,mai,2024-05-02,2024-05-02,2024-05-15,CONTRATO,CLARO CELULAR,Claro Celular,62078839,EQUIPLEX,LANÇADO,64.74
2024,mai,2024-05-02,2024-05-02,2024-05-15,CONTRATO,CLARO CELULAR,Claro Celular,27604067,EQUIPLEX,LANÇADO,44.23
2024,mai,2024-05-02,2024-05-02,2024-05-20,CONTRATO,ALLE TECNOLOGIA,Gestão de ERP Totvs 12,4707,I7 NÚCLEO,LANÇADO,800.0
2024,mai,2024-05-02,2024-05-02,2024-05-20,CONTRATO,OPTIDATA - AMPLIDRIVE,Amplidrive,34422,I7 NÚCLEO,LANÇADO,2072.31
2024,mai,2024-05-02,2024-05-02,2024-05-20,CONTRATO,MINERVA CONSTRUTORA,,438,EQUIPLEX,LANÇADO,65383.38
2024,mai,2024-05-02,2024-05-02,2024-05-11,CONTRATO,HUB CERRADO LTDA,Aluguel de Sala Comercial,1400,I7 NÚCLEO,LANÇADO,31000.0
2024,mai,2024-05-03,2024-05-03,2024-05-15,CONTRATO,JETTELECOM - APARECIDA,Internet - Transplex,339,TRANSPLEX,LANÇADO,1120.0
2024,mai,2024-05-03,2024-05-03,2024-05-15,CONTRATO,JETTELECOM - APARECIDA,Internet - Transplex,568,TRANSPLEX,LANÇADO,1064.0
2024,mai,2024-05-03,2024-05-03,2024-05-15,CONTRATO,JETTELECOM - APARECIDA,Internet - Transplex,56904,TRANSPLEX,LANÇADO,616.0
2024,mai,2024-05-03,2024-05-03,2024-05-12,CONTRATO,GEORGELLIS,Acompanhamento de Contratos,59,I7 NÚCLEO,LANÇADO,7920.0
2024,mai,2024-05-06,2024-05-03,2024-05-15,CONTRATO,OPENNEW,Telefonia-PABX,2258,EQUIPLEX,LANÇADO,3000.0
2024,mai,2024-05-06,2024-05-03,2024-05-15,CONTRATO,OPENNEW,Telefonia-PABX,2259,EQUIPLEX,LANÇADO,600.0
2024,mai,2024-05-06,2024-05-06,2024-06-04,PEDIDO,VALCANAIA,Parametrizacao filial 023,305,I7 NÚCLEO,LANÇADO,22000.0
2024,mai,2024-05-06,2024-05-06,2024-05-22,CONTRATO,TOTVS 01 - A42305/05,TOTVS 1 - A42305/05,1097146,EQUIPLEX,LANÇADO,3345.95
2024,mai,2024-05-06,2024-05-06,2024-05-20,CONTRATO,ALGAR-PABX-EQUIPLEX,Internet-Voz,274329,EQUIPLEX,LANÇADO,819.67
2024,mai,,2024-05-06,2025-01-22,CONTRATO,ALGAR-PABX-EQUIPLEX,Internet-Voz,,EQUIPLEX,ABERTO,846.59
2024,mai,2024-05-08,2024-05-07,2024-06-05,CONTRATO,VIRTOS BACKUP,Backup na Nuvem,29205,EQUIPLEX,LANÇADO,429.83
2024,mai,2024-05-07,2024-05-07,2024-06-04,PEDIDO,CONTI CONSULTORIA,,923,I7 NÚCLEO,LANÇADO,6000.0
2024,mai,2024-05-07,2024-05-07,2024-06-05,CONTRATO,ACTTIVE - DOCNIX,Licença de Uso,14795,EQUIPLEX,LANÇADO,5143.2
2024,mai,2024-05-07,2024-05-07,2024-05-24,CONTRATO,FEEDZ,CDU-Licenciamento,52078,I7 NÚCLEO,LANÇADO,8024.0
2024,mai,2024-05-07,2024-05-07,2024-06-05,CONTRATO,SETI - I7,Internet Controlado Servidor Proxy,58941,I7 NÚCLEO,LANÇADO,1588.74
2024,mai,2024-05-10,2024-05-07,2024-05-20,CONTRATO,CONTI CONSULTORIA,Consultoria em Sistemas - DP,963,I7 NÚCLEO,LANÇADO,4177.7
2024,mai,2024-05-10,2024-05-07,2024-05-20,CONTRATO,CONTI CONSULTORIA,Consultoria em Sistemas - DP,63462,I7 NÚCLEO,LANÇADO,500.33
2024,mai,2024-05-08,2024-05-08,2024-06-04,CONTRATO,INGRAM - OFFICE 365,Office 365 Licença,2081765,EQUIPLEX,LANÇADO,220.62
2024,mai,2024-05-08,2024-05-08,2024-05-15,CONTRATO,SETI - I7,,58111,I7 NÚCLEO,LANÇADO,1588.74
2024,mai,2024-05-08,2024-05-08,2024-06-04,PEDIDO,CONTI CONSULTORIA,Backup na Nuvem,924,I7 NÚCLEO,LANÇADO,6000.0
2024,mai,2024-05-10,2024-05-09,2024-06-08,PEDIDO,PROGRESS,,64796,EQUIPLEX,LANÇADO,6146.84
2024,mai,2024-05-10,2024-05-09,2024-06-08,PEDIDO,PROGRESS,,64795,EQUIPLEX,LANÇADO,1271.27
2024,mai,2024-05-10,2024-05-09,2024-05-17,CONTRATO,OI - TELECOM GERAL - 0800,OI - 0800,17037122,EQUIPLEX,LANÇADO,292.24
2024,mai,2024-05-10,2024-05-09,2024-05-17,CONTRATO,OI - TELECOM GERAL - DDR,OI - DDR,7043303,EQUIPLEX,LANÇADO,1180.0
2024,mai,2024-05-10,2024-05-09,2024-05-17,CONTRATO,GLOBO SOLUÇÕES 2,Crachás para o DP,17743,EQUIPLEX,LANÇADO,350.0
2024,mai,2024-05-13,2024-05-10,2024-05-20,CONTRATO,JETTELECOM - I7,Internet - I7,630,I7 NÚCLEO,LANÇADO,188.1
2024,mai,2024-05-13,2024-05-10,2024-05-20,CONTRATO,JETTELECOM - I7,Internet - I7,413,I7 NÚCLEO,LANÇADO,198.0
2024,mai,2024-05-13,2024-05-10,2024-05-20,CONTRATO,JETTELECOM - I7,Internet - I7,56989,I7 NÚCLEO,LANÇADO,108.9
2024,mai,2024-05-10,2024-05-10,2024-05-17,CONTRATO,VALIDEINFO WEB,Serviços Consulta Web,1340,I7 NÚCLEO,LANÇADO,249.56
2024,mai,2024-05-13,2024-05-10,2024-05-20,CONTRATO,APIPASS,Instalação dos Serviços,2380,I7 NÚCLEO,LANÇADO,9447.0
2024,mai,2024-05-13,2024-05-10,2024-05-20,CONTRATO,APIPASS,Integração Fusion PBI,2381,I7 NÚCLEO,LANÇADO,2800.0
2024,mai,2024-05-13,2024-05-12,2024-05-20,CONTRATO,EUAX-ARTIA,Licença de uso Programa Artia - THALES,46124,I7 NÚCLEO,LANÇADO,588.0
2024,mai,2024-05-13,2024-05-13,2024-05-20,CONTRATO,CLARO NET - HT3,Internet HT3 - THALES,6581125,I7 NÚCLEO,LANÇADO,188.6
2024,mai,2024-05-13,2024-05-13,2024-05-20,CONTRATO,CLICKSIGN,Certificação Digital - THALES,287656,I7 NÚCLEO,LANÇADO,249.31
2024,mai,2024-05-13,2024-05-13,2024-05-22,CONTRATO,CLARO - CHIP,ADITIVO CHIP,62412539,I7 NÚCLEO,LANÇADO,43.37
2024,mai,2024-05-13,2024-05-13,2024-06-15,CONTRATO,CORE TELECOM,Locação de Firewall - THALES,4183,I7 NÚCLEO,LANÇADO,988.7
2024,mai,2024-05-13,2024-05-13,2024-05-21,CONTRATO,TSPLUS BRASIL,Link Radio - Acesso Internet - THALES,5423,I7 NÚCLEO,LANÇADO,4151.6
2024,mai,2024-05-13,2024-05-13,2024-05-21,CONTRATO,FIVE VALIDATION,Licença softw GO5,2042,EQUIPLEX,LANÇADO,2850.0
2024,mai,2024-05-15,2024-05-14,2024-05-31,CONTRATO,TOTVS 00 - TICKETS,Tickets,1100400,EQUIPLEX,LANÇADO,1341.57
2024,mai,2024-05-15,2024-05-14,2024-06-12,CONTRATO,TOTVS 02 - 400003/01,TOTVS 2 - 400003/01,1101692,EQUIPLEX,LANÇADO,1704.0
2024,mai,2024-05-15,2024-05-14,2024-06-12,CONTRATO,TOTVS 03 - 365084/01 - 400003/01,TOTVS 3 - 365084/01 - 400003/01,1101727,EQUIPLEX,LANÇADO,10389.29
2024,mai,2024-05-15,2024-05-14,2024-06-23,CONTRATO,TOTVS 04 - 943448/02,TOTVS 4 - 943448/02,1101916,EQUIPLEX,LANÇADO,3886.94
2024,mai,2024-05-15,2024-05-14,2024-06-20,CONTRATO,TOTVS 05 - A48004/04,TOTVS5 - A48004/04,1101885,EQUIPLEX,LANÇADO,4642.2
2024,mai,2024-05-15,2024-05-14,2024-06-14,CONTRATO,TOTVS 06 - AACMBM/02 - AAD762/02 - AAETUY/01 - AAIIIF/01 - AAIZC5/01 - AAJQD4/01 - AAKFPN/01 - AALITT/01 - AAHVOT/03 - AAIBOR/04 - AADEV1/08,TOTVS6 - AACMBM/02 - AAD762/02 - AACMP4/01 - AADVE1/08,1101815,EQUIPLEX,LANÇADO,5009.88
2024,mai,2024-05-15,2024-05-14,2024-06-24,CONTRATO,TOTVS 07 - AACRAH/03,TOTVS7 - AACRAH/03,1101995,EQUIPLEX,LANÇADO,2686.85
2024,mai,2024-05-15,2024-05-14,2024-06-14,CONTRATO,TOTVS 08 - AAHVOT/03,TOTVS 8 - AAHVOT/03,1101750,EQUIPLEX,LANÇADO,1421.48
2024,mai,2024-05-15,2024-05-14,2024-06-24,CONTRATO,TOTVS 14 - AAKFPN/01,TOTVS 14 - AAKFPN/01,1100401,EQUIPLEX,LANÇADO,4830.0
2024,mai,2024-05-16,2024-05-15,2024-06-12,CONTRATO,INGRAM - OFFICE 365,Office 365 Licença + Aditivo,2085861,EQUIPLEX,LANÇADO,24209.29
2024,mai,2024-05-16,2024-05-16,2024-06-03,PEDIDO,DIPS DISTRIBUIDORA,,338605,I7 NÚCLEO,LANÇADO,2108.93
2024,mai,2024-05-17,2024-05-17,2024-06-17,CONTRATO,TOTVS 00 - TICKETS,Contrato PSA D000050302 / 18509098,1105670,EQUIPLEX,LANÇADO,12095.72
2024,mai,2024-05-20,2024-05-20,2024-06-17,CONTRATO,ENTERNESS,Gestão de Whatsapp,1333,H.SOLUÇÕES,LANÇADO,5112.24
2024,mai,2024-05-20,2024-05-20,2024-06-17,CONTRATO,ENTERNESS,Gestão de Whatsapp,1334,H.SOLUÇÕES,LANÇADO,2190.96
2024,mai,2024-05-28,2024-05-20,2024-06-15,CONTRATO,PROX-VELOMAX - TRANSPLEX,Acesso internet - Transplex,10904,TRANSPLEX,LANÇADO,239.0
2024,mai,2024-05-21,2024-05-21,2024-05-28,CONTRATO,CARLOS DIAS (MGC),Consultoria de Servidores,1512,I7 NÚCLEO,LANÇADO,8990.0
2024,mai,2024-05-22,2024-05-22,2024-06-06,CONTRATO,DW SERVICE,Loc.Impressoras e serviços,5717,I7 NÚCLEO,LANÇADO,4765.7
2024,mai,2024-05-22,2024-05-22,2024-06-06,CONTRATO,DW SERVICE,Loc.Impressoras e serviços,5718,I7 NÚCLEO,LANÇADO,753.0
2024,mai,2024-06-05,2024-05-23,2024-06-05,CONTRATO,LOCAWEB,"valor original R$ 99,40 + multa",9520900,EQUIPLEX,LANÇADO,130.03
2024,mai,2024-05-23,2024-05-23,2024-05-29,CONTRATO,VIVO - EQUIPLEX,NF1 - THALES,16597380,EQUIPLEX,LANÇADO,1537.43
2024,mai,2024-05-23,2024-05-23,2024-05-29,CONTRATO,VIVO - EQUIPLEX - MONITORA,NF2 - THALES,230524,EQUIPLEX,LANÇADO,52.51
2024,mai,2024-05-23,2024-05-23,2024-05-31,CONTRATO,VALCANAIA,Consultoria Financeira,311,I7 NÚCLEO,LANÇADO,10023.0
2024,mai,2024-05-23,2024-05-23,2024-06-01,CONTRATO,LZ GESTÃO,,35,I7 NÚCLEO,LANÇADO,8696.0
2024,mai,2024-05-24,2024-05-24,2024-06-28,CONTRATO,NEOMIND - P15110/21,Licença de Uso Fusion,19808,I7 NÚCLEO,LANÇADO,3752.68
2024,mai,2024-05-24,2024-05-24,2024-06-28,CONTRATO,NEOMIND - P3916/18,Taxa de Manutenção,19809,I7 NÚCLEO,LANÇADO,997.68
2024,mai,2024-05-24,2024-05-24,2024-06-01,CONTRATO,NEOMIND - P3916/18,Licença de Uso Fusion,19801,I7 NÚCLEO,LANÇADO,9799.78
2024,mai,2024-05-24,2024-05-24,2024-06-20,CONTRATO,SUPERI - G8NET - I7,Serviço de Internet,14960,I7 NÚCLEO,LANÇADO,1700.0
2024,mai,2024-05-27,2024-05-27,2024-06-11,CONTRATO,SANTODIGITAL 1,GWS Licença,26945,I7 NÚCLEO,LANÇADO,1848.0
2024,mai,2024-05-27,2024-05-27,2024-06-03,CONTRATO,VOGEL-ALGAR - EQUIPLEX,Serviço de Internet,50248,EQUIPLEX,LANÇADO,1814.25
2024,mai,2024-05-28,2024-05-28,2024-06-04,CONTRATO,HCOMPANY-EQUIPLEX-LOC,Contrato Locação - Equiplex - THALES,1052024,EQUIPLEX,LANÇADO,228626.0
2024,mai,2024-05-28,2024-05-28,2024-06-04,CONTRATO,HCOMPANY-TRANSPLEX-LOC,Contrato Locação - Transplex - THALES,2052024,TRANSPLEX,LANÇADO,131354.13
2024,mai,2024-05-28,2024-05-28,2024-06-04,CONTRATO,HCOMPANY-HOSPDROGAS-LOC,Contrato Locação - Hospdrogas - THALES,3052024,HOSPDROGAS,LANÇADO,168074.87
2024,mai,2024-05-29,2024-05-28,2024-06-04,CONTRATO,HCOMPANY-EQUIPLEX-SERV,Prestação de Serviços,49,EQUIPLEX,LANÇADO,102180.0
2024,mai,2024-05-29,2024-05-28,2024-06-04,CONTRATO,HCOMPANY-TRANSPLEX-SERV,Prestação de Serviços,50,TRANSPLEX,LANÇADO,203050.0
2024,mai,2024-05-29,2024-05-28,2024-06-04,CONTRATO,HCOMPANY-HOSPDROGAS-SERV,Prestação de Serviços,51,HOSPDROGAS,LANÇADO,196260.0
2024,jun,2024-06-04,2024-06-03,2024-06-15,CONTRATO,JETTELECOM - APARECIDA,Internet - Transplex,491,TRANSPLEX,LANÇADO,640.0
2024,jun,2024-06-04,2024-06-03,2024-06-15,CONTRATO,JETTELECOM - APARECIDA,Internet - Transplex,689,TRANSPLEX,LANÇADO,608.0
2024,jun,2024-06-04,2024-06-03,2024-06-15,CONTRATO,JETTELECOM - APARECIDA,Internet - Transplex,57087,TRANSPLEX,LANÇADO,352.0
2024,jun,2024-06-04,2024-06-03,2024-06-15,CONTRATO,JETTELECOM - APARECIDA,Internet - Transplex,692,TRANSPLEX,LANÇADO,456.0
2024,jun,2024-06-04,2024-06-03,2024-06-15,CONTRATO,JETTELECOM - APARECIDA,Internet - Transplex,494,TRANSPLEX,LANÇADO,480.0
2024,jun,2024-06-04,2024-06-03,2024-06-15,CONTRATO,JETTELECOM - APARECIDA,Internet - Transplex,57095,TRANSPLEX,LANÇADO,264.0
2024,jun,2024-06-03,2024-06-03,2024-06-13,CONTRATO,C&C COMPUTER CLOUD,THALES,6685,I7 NÚCLEO,LANÇADO,54085.25
2024,jun,2024-06-03,2024-06-03,2024-06-13,CONTRATO,C&C COMPUTER CLOUD,THALES,6676,I7 NÚCLEO,LANÇADO,2800.0
2024,jun,2024-06-03,2024-06-03,2024-06-17,CONTRATO,HPFS - LOCAÇÃO DESKTOP,THALES,4932952,I7 NÚCLEO,LANÇADO,25555.5
2024,jun,2024-06-03,2024-06-03,2024-06-15,CONTRATO,CLARO CELULAR,THALES,3281682,EQUIPLEX,LANÇADO,4417.79
2024,jun,2024-06-03,2024-06-03,2024-06-15,CONTRATO,CLARO CELULAR,THALES,3280863,EQUIPLEX,LANÇADO,65.14
2024,jun,2024-06-03,2024-06-03,2024-06-15,CONTRATO,CLARO CELULAR,THALES,8246189,EQUIPLEX,LANÇADO,44.23
2024,jun,2024-06-03,2024-06-03,2024-06-20,CONTRATO,ALLE TECNOLOGIA,THALES,4744,I7 NÚCLEO,LANÇADO,800.0
2024,jun,2024-06-03,2024-06-03,2024-06-20,CONTRATO,OPTIDATA - AMPLIDRIVE,THALES,35284,I7 NÚCLEO,LANÇADO,2073.0
2024,jun,2024-06-03,2024-06-03,2024-06-17,CONTRATO,OI - TELECOM GERAL - 0800,OI - 0800,17103940,EQUIPLEX,LANÇADO,281.32
2024,jun,2024-06-03,2024-06-03,2024-04-14,CONTRATO,OI - TELECOM GERAL - DDR,CONTESTADO,3062024,EQUIPLEX,ABERTO,1180.69
2024,jun,2024-06-03,2024-06-03,2024-06-14,CONTRATO,OI - TELECOM GERAL - DDR,CONTESTADO,3062024,EQUIPLEX,ABERTO,1180.69
2024,jun,2024-06-03,2024-06-03,2024-06-10,CONTRATO,HUB CERRADO LTDA,THALES,1432,I7 NÚCLEO,LANÇADO,31000.0
2024,jun,2024-06-03,2024-06-03,2024-06-10,CONTRATO,GLOBO SOLUÇÕES 2,Crachás para o DP,17918,EQUIPLEX,LANÇADO,350.0
2024,jun,2024-06-03,2024-06-03,2024-07-12,CONTRATO,VIRTOS BACKUP,Backup na Nuvem,29496,EQUIPLEX,LANÇADO,360.0
2024,jun,2024-06-04,2024-06-04,2024-06-08,PEDIDO,SND DISTRIBUIÇÃO,02 Tablets para RH,247592,EQUIPLEX,LANÇADO,4178.0
2024,jun,2024-06-04,2024-06-04,2024-06-12,CONTRATO,GEORGELLIS,Acompanhamento de Contratos,64,I7 NÚCLEO,LANÇADO,7120.0
2024,jun,2024-06-04,2024-06-04,2024-06-15,CONTRATO,OPENNEW,Telefonia-PABX,2490,EQUIPLEX,LANÇADO,600.0
2024,jun,2024-06-04,2024-06-04,2024-06-17,CONTRATO,VALIDEINFO WEB,Serviços Consulta Web,1367,I7 NÚCLEO,LANÇADO,150.0
2024,jun,2024-06-04,2024-06-04,2024-06-13,CONTRATO,APIPASS,Integração Fusion PBI,2443,I7 NÚCLEO,LANÇADO,2800.0
2024,jun,2024-06-04,2024-06-04,2024-06-15,CONTRATO,OPENNEW,Telefonia-PABX,2491,EQUIPLEX,LANÇADO,3000.0
2024,jun,2024-06-07,2024-06-05,2024-06-20,CONTRATO,JETTELECOM - I7,Internet - I7,541,I7 NÚCLEO,LANÇADO,198.0
2024,jun,2024-06-07,2024-06-05,2024-06-20,CONTRATO,JETTELECOM - I7,Internet - I7,752,I7 NÚCLEO,LANÇADO,188.1
2024,jun,2024-06-07,2024-06-05,2024-06-20,CONTRATO,JETTELECOM - I7,Internet - I7,57268,I7 NÚCLEO,LANÇADO,108.9
2024,jun,2024-06-05,2024-06-05,2024-07-05,CONTRATO,SETI - I7,THALES,59753,I7 NÚCLEO,LANÇADO,1588.74
2024,jun,2024-06-05,2024-06-05,2024-06-13,PEDIDO,LUCILENE,Puff Sala SAP,703,EQUIPLEX,LANÇADO,1000.0
2024,jun,2024-06-05,2024-06-05,2024-06-16,PEDIDO,LAR REFRIGERAÇÃO,Geladeira sala SAP,6148,EQUIPLEX,LANÇADO,1749.0
2024,jun,2024-06-06,2024-06-05,2024-06-22,CONTRATO,TOTVS 01 - A42305/05,THALES,,EQUIPLEX,LANÇADO,3345.95
2024,jun,2024-06-06,2024-06-06,2024-06-20,CONTRATO,ALGAR-PABX-EQUIPLEX,Internet-Voz,5062024,EQUIPLEX,LANÇADO,819.67
2024,jun,2024-06-06,2024-06-06,2024-06-24,CONTRATO,FEEDZ,CDU-Licenciamento,53745,I7 NÚCLEO,LANÇADO,8160.0
2024,jun,,2024-06-06,2025-01-22,CONTRATO,ALGAR-PABX-EQUIPLEX,Internet-Voz,,EQUIPLEX,ABERTO,846.59
2024,jun,2024-06-07,2024-06-07,2024-07-05,CONTRATO,ACTTIVE - DOCNIX,THALES,15038,EQUIPLEX,LANÇADO,5143.2
2024,jun,2024-06-07,2024-06-07,2024-07-07,PEDIDO,SUPERIS DISTRIBUIDORA,Materiais de rede,6865,EQUIPLEX,LANÇADO,18376.0
2024,jun,2024-06-07,2024-06-07,2024-07-07,PEDIDO,PROLAN TECNOLOGIA,Materiais de rede,652,EQUIPLEX,LANÇADO,56632.41
2024,jun,2024-06-07,2024-06-07,2024-06-17,CONTRATO,CONTI CONSULTORIA,Demanda,1165,I7 NÚCLEO,ABERTO,12324.76
2024,jun,2024-06-10,2024-06-10,2024-06-20,CONTRATO,CLARO NET - HT3,Internet HT3,6779245,I7 NÚCLEO,LANÇADO,188.6
2024,jun,2024-06-10,2024-06-10,2024-07-01,CONTRATO,TOTVS 00 - TICKETS,Tickets,1109931,EQUIPLEX,LANÇADO,1190.97
2024,jun,2024-06-10,2024-06-10,2024-07-20,CONTRATO,SUPERI - G8NET - I7,Serviço de Internet,15226,I7 NÚCLEO,LANÇADO,1700.0
2024,jun,2024-06-10,2024-06-10,2024-07-08,CONTRATO,INGRAM - OFFICE 365,THALES,2102238,EQUIPLEX,LANÇADO,229.65
2024,jun,2024-06-10,2024-06-10,2024-07-04,PEDIDO,BRADEL,Roteador,88343,EQUIPLEX,LANÇADO,12718.72
2024,jun,2024-06-11,2024-06-11,2024-06-20,CONTRATO,EUAX-ARTIA,THALES,446490,I7 NÚCLEO,LANÇADO,588.0
2024,jun,2024-06-11,2024-06-11,2024-06-20,CONTRATO,NEOMIND - P15110/21,Taxa de Manutenção,19923,I7 NÚCLEO,LANÇADO,997.68
2024,jun,2024-06-11,2024-06-11,2024-06-20,CONTRATO,NEOMIND - P3916/18,Licença de Uso Fusion,19925,I7 NÚCLEO,LANÇADO,3752.68
2024,jun,2024-06-11,2024-06-11,2024-06-20,CONTRATO,NEOMIND - P3916/18,Licença de Uso Fusion,19924,I7 NÚCLEO,LANÇADO,9799.78
2024,jun,2024-06-12,2024-06-12,2024-06-19,CONTRATO,CLICKSIGN,Certificação Digital,331201,I7 NÚCLEO,LANÇADO,246.91
2024,jun,2024-06-12,2024-06-12,2024-07-12,CONTRATO,INGRAM - OFFICE 365,THALES,2103818,EQUIPLEX,LANÇADO,24490.74
2024,jun,2024-06-12,2024-06-12,2024-07-15,CONTRATO,CORE TELECOM,THALES,4238,I7 NÚCLEO,LANÇADO,988.7
2024,jun,2024-06-13,2024-06-13,2024-06-20,PEDIDO,DLC SOLUÇÕES,Materiais de rede,6426,HOSPDROGAS,LANÇADO,30317.35
2024,jun,2024-06-13,2024-06-13,2024-06-21,CONTRATO,TSPLUS BRASIL,Link Radio - Acesso Internet,5646,I7 NÚCLEO,LANÇADO,4151.6
2024,jun,2024-06-13,2024-06-13,2024-06-21,CONTRATO,MINERVA CONSTRUTORA,Sala SAP,451,EQUIPLEX,LANÇADO,26762.91
2024,jun,2024-06-14,2024-06-14,2024-07-15,PEDIDO,EVEREST-SOLUTI,Professional Service,1372,I7 NÚCLEO,LANÇADO,12182.1
2024,jun,2024-06-14,2024-06-14,2024-06-22,CONTRATO,CLARO - CHIP,ADITIVO CHIP,158824761,I7 NÚCLEO,LANÇADO,43.37
2024,jun,2024-06-14,2024-06-14,2024-07-12,CONTRATO,TOTVS 02 - 400003/01,TOTVS 2 - 400003/01,1111342,EQUIPLEX,LANÇADO,1810.5
